laptop_id,name,price,original_price,discount_pct,status,delivery_location,seller,seller_shipping_speed,seller_quality-score,customer_rating,seller_score,seller's_followers,brand,model,ram,storage,storage_unit,processor,os,display,rating_score,value_for_money,price_diff,price_range
231033351,HP Refurbished Probook X360 11 G2 Core I5 7th Gen 8gb 128gb Ssd,17999.0,35000.0,49%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,HP,Refurbished,8GB,8.0,,,,14.0,4.0,4499.75,17001.0,Low
267857611,"HP Refurbished Elitebook 820 G3 Laptop, 12.5"" HD Display, Intel Core i5-6300U 2.4Ghz, 8GB RAM, 256GB SSD, 802.11 AC, Windows 10 Professional + Free Laptop Bag",18999.0,18999.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,HP,Refurbished,8GB,8.0,GB,i5,Windows 10,14.0,4.0,4749.75,0.0,Low
325918334,"Lenovo  Refurbrished ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" Display touchcsreen with complete type-c charger windows 11 pro installed FREE LAPTOP BAG",22775.0,30000.0,24%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151.0,Lenovo,Refurbrished,8GB,8.0,GB,i5,,14.0,3.0,7591.666666666667,7225.0,Mid
325388894,"HP Refurbished EX-UK EliteBook 840 G3 Laptop, Intel Core i5-6300U 6th Gen, 256GB SSD, 8GB RAM, 14"" FHD (1920 x 1080) Display",25000.0,25000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Nova Africa Entreprise,Good,Poor,Good,68%,32.0,HP,Refurbished,256GB,256.0,GB,i5,,14.0,4.0,6250.0,0.0,Mid
194237918,"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 500GB HDD ( 2012) 2.5GHz- Silver",22399.0,25000.0,10%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79.0,Apple,Refurbished,8GB,8.0,GB,,Mac,14.0,4.0,5599.75,2601.0,Mid
9562038,"HP Elitebook 8GB RAM 500GB HDD Core i5-6th Gen Laptop 12.5'' Display  820 G3 Refurbished Laptop,Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Wireless Mouse,Mousepad + Extension",26000.0,25000.0,8%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11.0,HP,Elitebook,8GB,8.0,GB,i5,Windows 11,14.0,1.0,26000.0,-1000.0,Mid
1498634,"Refurbished Latitude 7280, Core I5 -7300U 7/6th Gen 2.60GHz, 8GB RAM, 256GB SSD, - 12.5""",17699.0,35999.0,51%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Betty Tech Computers,Good,Very Poor,Average,50%,174.0,Refurbished,Latitude,8GB,8.0,GB,,,14.0,3.0,5899.666666666667,18300.0,Low
1964992,"Lenovo Refurbished Thinkpad X240-Core I5,8GB,500GB HDD 12.5''",26000.0,23000.0,33%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ANOVA Technologies,Good,Very Poor,Poor,46%,113.0,Lenovo,Refurbished,8GB,8.0,GB,,,14.0,2.0,13000.0,-3000.0,Mid
9550308,"HP  Windows 11 PRO Activated Elitebook 16GB RAM 256GB SSD 500GB HDD, 820 G3 Core i5-6th Gen Refurbished Laptop,   Bluetooth, Webcam, Office & Basic Software Installed + Free Bag + Charger + Wireless Mouse,Mousepad + Extension",26000.0,35000.0,20%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Vertex Innovation Hub,Good,Very Poor,Poor,42%,1.0,HP,Windows,16GB,16.0,GB,i5,Windows 11,14.0,2.0,13000.0,9000.0,Mid
325475236,"HP  ProBook 11   X360 G6 – Core I5 10th Gen, 8GB RAM, 256GB SSD, 11.6” Touchscreen, Windows 11 , Refurbished 6 months Warranty",21499.0,26000.0,17%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32.0,HP,ProBook,8GB,8.0,GB,,Windows 11,14.0,1.0,21499.0,4501.0,Mid
156060570,Toshiba REFURBISHED Tecra Z40c Intel(R) Core(TM) I5-6th Gen  16 Gb Ram 256 Gb Ssd,32999.0,35000.0,6%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,Unknown,50%,16.0,Toshiba,REFURBISHED,8GB,8.0,,,,14.0,1.0,32999.0,2001.0,Mid
1556286,"HP Refurbished EliteBook Folio 9470m 14"" Intel Core I5 4GB, 500GB + FREE Mouse",25500.0,40000.0,36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wasini Technologies,Good,Excellent,Good,86%,79.0,HP,Refurbished,4GB,4.0,GB,,,14.0,4.0,6375.0,14500.0,Mid
323670636,DELL Latitude 5300 Refurbished Core i5 -8th Generation 8GB RAM 256GB SSD X360 Touchscreen + 6 months Warranty + LAPTOP STAND,27074.0,35000.0,23%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lola Tech,Good,Excellent,Average,84%,4.0,DELL,Latitude,8GB,8.0,GB,i5,,14.0,3.0,9024.666666666666,7926.0,Mid
325648863,Lenovo  TAB M10 Plus With Free Stylus And Folio Case,35000.0,45000.0,22%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149.0,Lenovo,TAB,8GB,8.0,,,,14.0,2.0,17500.0,10000.0,Mid
316948714,"HP ProBook X360 11 G4 EE Core I5 8th Gen 8GB RAM 256GB SSD 11.6 Inch Touchscreen Windows 10 Pro MS Office 2021, HDMI, 2 - IN - 1 Convertible Slim Refurbished Laptop",20899.0,30000.0,30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6.0,HP,ProBook,8GB,8.0,GB,,Windows 10,14.0,2.0,10449.5,9101.0,Mid
9370524,"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 256GB SSD ( 2012) 2.5GHz- Silver, 6 Months WRTY",27600.0,70000.0,61%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Best_Mom,Good,,Unknown,80%,5.0,Apple,Refurbished,8GB,8.0,GB,,Mac,14.0,1.0,27600.0,42400.0,Mid
254894883,"HP Refurbished Probook 640 G2 Intel Core I5 - 6th Generation - 500GB HDD- 8GB RAM -14"" - Black + FREE LAPTOP BAG",20499.0,30000.0,32%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,HP,Refurbished,500GB,500.0,GB,,,14.0,4.0,5124.75,9501.0,Mid
10057543,"Lenovo Thinkpad X240 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black Refurbished Win 10, 6 Months WRTY",26000.0,35000.0,49%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop_Palace ke,Very Poor,,Unknown,,1.0,Lenovo,Thinkpad,8GB,8.0,GB,,,14.0,1.0,26000.0,9000.0,Mid
325186399,DELL REFURBISHED LATITUDE  7240 INTEL CORE I7 4TH GENERATION 8GB RAM MEMORY 256GB SSD,17499.0,20000.0,13%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptoppalace,Excellent,,Unknown,98%,3.0,DELL,REFURBISHED,8GB,8.0,GB,,,14.0,1.0,17499.0,2501.0,Low
325308299,"HP Refurbished EX-UK EliteBook 845 G7 14"" Notebook, Full HD (1920 x 1080), AMD Ryzen 5 Pro 4650U, 16 GB RAM, 256 GB SSD, Windows 11 Pro",36000.0,36000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,HP,Refurbished,16GB,16.0,GB,Ryzen 5,Windows 11,14.0,4.0,9000.0,0.0,High
231867921,HP REFURBISHED 5400 Intel(R) Core(TM) i7 8th gen 14 inches 16 GB RAM 256 GB SSD TOUCHSCREEN Windows 10,48200.0,52000.0,7%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,Unknown,50%,16.0,HP,REFURBISHED,16GB,16.0,GB,i7,Windows 10,14.0,1.0,48200.0,3800.0,High
316122756,HP Refurbished Elitebook 1030 G3 Core I7 8GB RAM 256GB SSD X360 8th Gen 2-In-1 Convertible 13.3 Touchscreen FHD,41799.0,55000.0,24%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27.0,HP,Refurbished,8GB,8.0,GB,,,14.0,4.0,10449.75,13201.0,High
315033634,"HP  Refurbished Elitebook 820 G3 6th Gen , Corei5, 8GB RAM-256 gb sssd -13.3"", Sliver windows 11 pro installed plus complete charger",22000.0,23000.0,4%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DISKTECH,Average,Very Poor,Excellent,52%,37.0,HP,Refurbished,8GB,8.0,GB,i5,,14.0,5.0,4400.0,1000.0,Mid
325310489,"HP Refurbished EX-UK ProBook 640 G8 14"" Notebook, Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core), 16 GB RAM, 256 GB SSD, Windows 11 Pro",38000.0,38000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,HP,Refurbished,16GB,16.0,GB,i5,Windows 11,14.0,4.0,9500.0,0.0,High
325562086,DELL Refurbished Latitude 7280 Core I5 8GB RAM 512GB SSD 6th Gen 12.5 Inch Ultrabook Slim Laptop,21420.0,26650.0,20%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,DELL,Refurbished,8GB,8.0,GB,,,14.0,3.0,7140.0,5230.0,Mid
161839293,"DELL Refurbished Latitude E7250 Intel I5- 8GB RAM 256GB SSD Win 10 Pro 12.5 Inches, (6 Months WRTY)",16850.0,27000.0,38%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,DELL,Refurbished,8GB,8.0,GB,,,14.0,3.0,5616.666666666667,10150.0,Low
325937927,"HP Refurbished Elitebook 820 Core I5, 4GB RAM 500GB HDD -12.5"", Black, 6 Months warranty.",15800.0,40000.0,61%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TechNestKE,Good,Excellent,Excellent,94%,1.0,HP,Refurbished,4GB,4.0,GB,,,14.0,5.0,3160.0,24200.0,Low
323806827,"HP EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Refurbished Windows 10",19999.0,23500.0,15%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32.0,HP,EliteBook,8GB,8.0,GB,,Windows 10,14.0,1.0,19999.0,3501.0,Low
313596537,DELL Refurbished Laptop Latitude 5410 Notebook Intel Core I5 10th Gen 8GB RAM 256GB SSD 14 Inch FHD Display,34000.0,38000.0,11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Bundo Tech,Good,Excellent,Good,90%,48.0,DELL,Refurbished,8GB,8.0,GB,,,14.0,4.0,8500.0,4000.0,Mid
326056598,"HP  ProBook 430 G5  Core i5 8th Gen  8GB RAM  256GB SSD  13.3"" HD  Windows 11 Pro  Business Laptop -  Refurbished (Grade A)",27000.0,27000.0,,6 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Alma Tech Savvy Solution Limited,,,Unknown,,3.0,HP,ProBook,8GB,8.0,GB,i5,Windows 11,14.0,1.0,27000.0,0.0,Mid
325816322,"HP  EliteBook 830 G5 Core I5 8250U 8GB 256GB -Refurbished-13.3""'.Silver",25899.0,32000.0,19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,RICKTECH COMPUTERS,Good,Excellent,Excellent,98%,23.0,HP,EliteBook,8GB,8.0,GB,,,14.0,5.0,5179.8,6101.0,Mid
312674328,"HP ProBook X360 11 G2 core i5 8GB 256GB SSD 7th generation, 11.6 Inches Touchscreen 2 in 1 refurbished laptop windows 11 pro installed and activated plus complete charger",22999.0,32000.0,28%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH GENERAL SUPPLIES,Good,Excellent,Unknown,94%,14.0,HP,ProBook,8GB,8.0,GB,i5,,14.0,1.0,22999.0,9001.0,Mid
314729046,"HP Refurbished EX-UK EliteBook x360 830 G6 Multi-Touch 2-in-1 Notebook, 13.3"" FHD Touchscreen, 1.9 GHz Intel Core i7-8665U, 16GB RAM 512GB SSD, Windows 11 pro",42999.0,42999.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,HP,Refurbished,16GB,16.0,GB,i7,Windows 11,14.0,4.0,10749.75,0.0,High
326017004,HP Stream 11 Pro G5 Intel celeron refurbished,16000.0,16000.0,,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLYTECH COMPUTER SOLUTIONS,,,Unknown,,,HP,Stream,8GB,8.0,,,,14.0,1.0,16000.0,0.0,Low
9545679,"HP EliteBook 820, Intel Core i7, 8GB RAM , 500HDD, Black- 12.5"" Refurbished",26000.0,27900.0,29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,WAISY,,,Unknown,,6.0,HP,EliteBook,8GB,8.0,GB,i7,,14.0,1.0,26000.0,1900.0,Mid
326324568,"Apple  MacBook Pro 13""- Core I5 -8GB RAM, 256GB SSD (2012) Laptop -Silver",19999.0,30000.0,33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,RICKTECH COMPUTERS,Good,Excellent,Excellent,98%,23.0,Apple,MacBook,8GB,8.0,GB,,Mac,14.0,5.0,3999.8,10001.0,Low
1337397,HP Refurbished EliteBook 840 G3 Core I7 8GB RAM 256GB SSD 14 Inch 6th Gen Win 10 Laptop.,24900.0,38000.0,34%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wain Collection,Excellent,Very Poor,Good,60%,81.0,HP,Refurbished,8GB,8.0,GB,,,14.0,4.0,6225.0,13100.0,Mid
9526084,"HP Refurbished EliteBook 8460p Core I5, 4GB Ram, 500GB HDD + FREE Wireless Mouse, 6 Months WRTY",26000.0,16000.0,1%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCT CENTER,Excellent,Very Poor,Excellent,64%,30.0,HP,Refurbished,4GB,4.0,GB,,,14.0,5.0,5200.0,-10000.0,Mid
9525952,"Apple Refurbished MacBook pro 13''(2012)16 GB RAM, 256 SSD Storage, Macbook Operating System Installed, Office Installed,Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.",26000.0,32000.0,11%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11.0,Apple,Refurbished,16GB,16.0,GB,,Mac,14.0,1.0,26000.0,6000.0,Mid
325466418,"HP ProBook X360 11 G4 – Core I5, 8GB RAM, 256GB SSD, 11.6” Touchscreen, Windows 10 , Refurbished 6months Warranty",19999.0,30000.0,33%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361.0,HP,ProBook,8GB,8.0,GB,,Windows 10,14.0,3.0,6666.333333333333,10001.0,Low
326368340,Lenovo Ex Uk IdeaPad Slim 3 14 AMD Ryzen 5 7520U with Radeon Graphics  8gb Ram  512gb SSD  14inch  2.8GHz,50000.0,55000.0,9%,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Nova Africa Entreprise,Good,Poor,Good,68%,32.0,Lenovo,Ex,8GB,8.0,,Ryzen 5,,14.0,4.0,12500.0,5000.0,High
222128043,HP  EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,15299.0,25000.0,39%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ERICK ENTERPRISE,Good,Very Poor,Average,48%,130.0,HP,EliteBook,8GB,8.0,GB,,,14.0,3.0,5099.666666666667,9701.0,Low
325378022,"HP Refurbished EX-UK EliteBook x360 1040 G6, Intel Core i7 i7-8665U, 16 GB RAM, 512 GB SSD, Windows 11 Pro, 14"" FHD (1920 x 1080) Touchscreen Display",49000.0,49000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Nova Africa Entreprise,Good,Poor,Good,68%,32.0,HP,Refurbished,16GB,16.0,GB,i7,Windows 11,14.0,4.0,12250.0,0.0,High
325819286,"DELL Latitude 7280, Core I5 8GB RAM 256GB SSD, 12.5"" Refurbished Windows 11 pro installed office 2021 activated",19000.0,30000.0,37%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lawre Digital Solutions,Good,Excellent,Poor,82%,6.0,DELL,Latitude,8GB,8.0,GB,,Windows 11,14.0,2.0,9500.0,11000.0,Low
326046258,HP EliteBook 840 G7 Touchscreen 10th Gen Core i5-16GB RAM-256GB SSD-Refurbished-Windows 11 Pro -Silver-14'',45000.0,45000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,HP,EliteBook,16GB,16.0,GB,i5,Windows 11,14.0,4.0,11250.0,0.0,High
326056854,"Lenovo Lenovo__ Thinkpad Yoga X380 8th Gen, Touchscreen, Processor Intel Core I5, Windows /11 Pro Storage 256GB SSD, Memory 8GB RAM, Base Speed 1.90Ghz, With Intel UHD Graphics -refurbished",28999.0,40999.0,29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Trudy Comps,Good,Excellent,Unknown,90%,4.0,Lenovo,Lenovo__,256GB,256.0,GB,,,14.0,1.0,28999.0,12000.0,Mid
325340904,"Lenovo Refurbished EX-UK ThinkPad L15 Gen 1, Intel Celeron 5205U, 8GB RAM, 256GB SSD, 15.6"" FHD (1920 x 1080) Display",19999.0,19999.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,Lenovo,Refurbished,8GB,8.0,GB,,,14.0,4.0,4999.75,0.0,Low
325920003,"DELL  Refurbished Latitude 7240 Core I5 8gb Ram + 256gb Ssd, (6 Months WRTY)",15700.0,24999.0,37%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123.0,DELL,Refurbished,8GB,8.0,,,,14.0,3.0,5233.333333333333,9299.0,Low
325820296,"HP Refurbished EliteBook 840 G6 Core i5 8GB 256GB SSD 8th Gen 14 Inch FHD Touchscreen Win 11 Ultrabook Laptop, (6 Months WRTY)",31700.0,35000.0,9%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Kentouch Kenya,Excellent,Excellent,Excellent,98%,286.0,HP,Refurbished,8GB,8.0,GB,i5,,14.0,5.0,6340.0,3300.0,Mid
311066383,"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY",16000.0,18000.0,11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCT CENTER,Excellent,Very Poor,Excellent,64%,30.0,HP,EliteBook,8GB,8.0,GB,,,14.0,5.0,3200.0,2000.0,Low
316565435,,26799.0,39000.0,31%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Laptop_Palace ke,Very Poor,,Unknown,,1.0,,,8GB,8.0,,,,14.0,1.0,26799.0,12201.0,Mid
325555194,"HP  EliteBook 845 G7 Ryzen 5, 16GB RAM 256GB SSD-Refurbished-Win 11-14 Inch-Silver",31000.0,35000.0,11%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149.0,HP,EliteBook,16GB,16.0,GB,Ryzen 5,,14.0,2.0,15500.0,4000.0,Mid
326363607,"DELL REFURBISHED Latitude E7440 14.1-inch HD Intel Core i5-4200U up to 2.6GHz, 8GB RAM, 128GB SSD, USB 3.0, Bluetooth 4.0, HDMI, WiFi, Windows 10",18499.0,25000.0,26%,1 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MAXPORTS MERCHANTS LIMITED,Excellent,Very Poor,Unknown,50%,16.0,DELL,REFURBISHED,8GB,8.0,GB,i5,Windows 10,14.0,1.0,18499.0,6501.0,Low
326329460,DELL  Latitude 5300 Refurbished Core I7 -8th Generation 8GB RAM 256GB SSD 6 Months Warranty,36000.0,38000.0,5%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,STANCOMPSOLUTION,Poor,Excellent,Excellent,80%,1.0,DELL,Latitude,8GB,8.0,GB,,,14.0,5.0,7200.0,2000.0,High
231104368,"Lenovo Refurbished ThinkPad T490 Core i5 8th Gen, 8GB RAM, 256GB SSD, 14 Inch Display",28499.0,50000.0,43%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,Lenovo,Refurbished,8GB,8.0,GB,i5,,14.0,4.0,7124.75,21501.0,Mid
324902768,"DELL 13.3"" Latitude 5310 x360 Refurbished Core i5 10th Gen, 16GB RAM 256GB SSD + Mouse",41999.0,41999.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,MobiGlobe Ke,Good,Excellent,Unknown,88%,61.0,DELL,"13.3""",16GB,16.0,GB,i5,,14.0,1.0,41999.0,0.0,High
326325137,"HP Refurbished Probook 640 G2 Intel Core I5 - 6th Generation - 256 SSD- 8GB RAM -14"" - Black",17019.0,23000.0,26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ANOVA Technologies,Good,Very Poor,Poor,46%,113.0,HP,Refurbished,8GB,8.0,GB,,,14.0,2.0,8509.5,5981.0,Low
8923183,"HP EliteBook Folio 9480 Intel Core I5 4GB, 500GB With Win 10 And Office 14"" Refurbished, 6 Months WRTY",26000.0,70000.0,76%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Computer Spot Kenya,Excellent,Excellent,Average,86%,32.0,HP,EliteBook,4GB,4.0,GB,,,14.0,3.0,8666.666666666666,44000.0,Mid
316899257,"HP Refurbished EliteBook 830 G5 Core I5 8GB RAM 256GB SSD 8th Gen 13.3"" Slim Laptop",28000.0,38000.0,26%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9.0,HP,Refurbished,8GB,8.0,GB,,,14.0,5.0,5600.0,10000.0,Mid
325635122,"Lenovo ThinkPad Yoga 370 X360 2in1 Intel Core I5 7th Gen 8GB RAM 256GB SSD 13.3""FHD Multi-Touch Display Refurbished Laptop + Stylus Pen",26124.0,35000.0,25%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lola Tech,Good,Excellent,Average,84%,4.0,Lenovo,ThinkPad,8GB,8.0,GB,,,14.0,3.0,8708.0,8876.0,Mid
1833905,HP EliteBook 820 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished,19190.0,35900.0,47%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107.0,HP,EliteBook,8GB,8.0,GB,,,14.0,3.0,6396.666666666667,16710.0,Low
69985400,"Lenovo ThinkPad T460S 14"" Refurbished, Core I5, 2.6GHz, 8GB RAM, 512GB SSD, Win 10 Pro",38499.0,49000.0,21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88.0,Lenovo,ThinkPad,8GB,8.0,GB,,,14.0,3.0,12833.0,10501.0,High
316122430,HP Refurbished Elitebook 1030 G3 Core I7 16GB RAM 512GB SSD X360 8th Gen 2-In-1 Convertible 13.3 Touchscreen FHD,43699.0,55000.0,21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27.0,HP,Refurbished,16GB,16.0,GB,,,14.0,4.0,10924.75,11301.0,High
316119387,"HP Refurbished Elitebook 745 G6 AMD Ryzen 5 Pro 3500U 16GB RAM 256GB SSD 2GB Radeon Graphics 14"" FHD 1080p  Windows 11 Pro Laptop (6 Months WRTY)",31999.0,45000.0,29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52.0,HP,Refurbished,16GB,16.0,GB,Ryzen 5,Windows 11,14.0,4.0,7999.75,13001.0,Mid
313656652,"Lenovo Refurbished Thinkpad T460 Core I5 16GB Ram 256GB SSD, 6th Generation, 14 INCH DISPLAY",21999.0,29000.0,24%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Phonelegit Kenya,Good,Excellent,Good,92%,12.0,Lenovo,Refurbished,16GB,16.0,GB,,,14.0,4.0,5499.75,7001.0,Mid
312850521,HP Refurbished EX-UK ProBook 430 G8 Intel Core I3 11th Generation 3.0 GHz 8GB RAM 256GB SSD 13.3 Inch Full HD,29000.0,29000.0,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91.0,HP,Refurbished,8GB,8.0,GB,,,14.0,4.0,7250.0,0.0,Mid
326442997,"Lenovo ThinkPad X1 Carbon 11th Gen Intel Core i5, 8GB RAM, 256GB SSD, Touchscreen, Intel Iris Xe Graphics, Windows 11 Pro Refurbrished",40000.0,41000.0,2%,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56.0,Lenovo,ThinkPad,8GB,8.0,GB,i5,Windows 11,14.0,2.0,20000.0,1000.0,High
314929367,"Lenovo Refurbished Thinkpad T460, Core I5, 8GB Ram, 256GB SDD, 6th Generation 14"" - BLACK",25000.0,25000.0,,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Onclick Technologies,Average,Excellent,Excellent,86%,3.0,Lenovo,Refurbished,8GB,8.0,GB,,,14.0,5.0,5000.0,0.0,Mid
285753780,HP EliteBook 840 G7 10th Gen Core i5-8GB RAM-256GB SSD-Refurbished-Windows 11 Pro -Silver-14'',39999.0,50000.0,20%,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553.0,HP,EliteBook,8GB,8.0,GB,i5,Windows 11,14.0,4.0,9999.75,10001.0,High
1184125,,28899.0,32500.0,11%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Betty Tech Computers,Good,Very Poor,Average,50%,174.0,,,8GB,8.0,,,,14.0,3.0,9633.0,3601.0,Mid
