laptop_id,name,price,price_before_discount,discount_pct,status,delivery_to_nairobi,seller,seller_shipping_speed,seller_quality-score,seller_customer_rating,seller_score,seller's_followers,scraped_at
10055614,HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,,"KSh 49,900",70%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH DG,Good,Very Poor,Average,52%,25,2026-01-26 21:27:08
318216238,"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel Corei5 - 7th generation -Touchscreen- 11.6""- 8GB RAM - SSD 256GB - Black + WIRELESS RECHARGEABLE MOUSE","KSh 19,949","KSh 30,000",34%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Tech Laptops,Excellent,Excellent,Excellent,98%,17,2026-01-26 21:27:09
262363514,Lenovo Refurbished 11e Yoga X360 Core I3 8gb Ram + 128gb SSD Touch Screen-Black (6 Months WRTY),"KSh 16,899","KSh 29,000",42%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 21:27:10
326631445,"Lenovo ThinkPad X250 Ultrabook Core i7 5th Gen 8GB RAM 256GB SSD 12.5"" FHD Black - REFURBISHED","KSh 17,499","KSh 24,000",27%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HamnduEnterprise,Average,Excellent,Good,82%,10,2026-01-26 21:27:11
326647931,"Apple MacBook Pro 2012 Laptop Intel Core i5 8GB RAM 256GB SSD 13.3"" MacOS - REFURBISHED","KSh 21,500","KSh 27,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HamnduEnterprise,Average,Excellent,Good,82%,10,2026-01-26 21:27:12
326377516,HP Refurbished Probook 440 G2 14 Inches Laptop 5Th Gen Intel Core I7 8Gb 500Gb windows 10 pro,"KSh 18,499",,,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PATECH SUPPLIES,Good,Excellent,Average,84%,145,2026-01-26 21:28:14
296803068,HP  EliteBook 820 G3 Intel Core I5 8GB-256GB SSD Silver-12.6 inch Refurbished,"KSh 22,150","KSh 27,000",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 21:28:17
325307176,"HP ProBook 640 Refurbished Intel Core I5 8GB RAM 256GB SSD 14"" Display Windows 10 Pro 6 Months Warranty","KSh 16,625","KSh 27,000",38%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 21:28:18
326343746,"Lenovo --Lenovo Thinkpad X13 Yoga x360 core 15 16GB RAM 256GB SSD 10th generation Quad core 13.3 Inches FHD Touch windows 11 pro, HD Camera, HDMI, USB Type C, Stylus Pen convertible 2 in 1 laptop +Mouse","KSh 40,999","KSh 45,999",11%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-26 21:28:20
9500758,"Lenovo Refurbished T460s Ultrabook 14"" Display, Intel I5(6th Gen) , 8GB RAM, 256GB SSD",,"KSh 38,000",45%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Best_Mom,Good,,,80%,5,2026-01-26 21:29:22
325277227,"Lenovo Yoga 260 X360 Touchscreen-Core I5-8GB RAM-256GB SSD 6th Gen-Reburbished 6 Months Warranty 13""-Black","KSh 22,999","KSh 44,000",48%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-26 21:29:23
311258650,HP Refurbished Elitebook 840G5 Core I5 8th Gen 8gb Ram 256gb Ssd Silverho,"KSh 27,999","KSh 33,999",18%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techno Suppliers,,,Excellent,98%,3,2026-01-26 21:30:24
153893261,"DELL 7480 Refurbished Core I5-7300U 7th Generation 14""Win10 Pro (16GB DDR4 256GB SSD","KSh 27,999","KSh 43,000",35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BOSY TECHNOLOGIES,Good,Excellent,Excellent,96%,25,2026-01-26 21:30:25
326574766,HP EliteBook 840 G7 14Inches Intel Core i5 10th Gen 16GB RAM 512GB SSD Business Laptop,"KSh 36,000","KSh 42,000",14%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,laptop hub limited,,,,,,2026-01-26 21:32:26
326554656,DELL Latitude 7389 2-in-1 Laptop Intel Core i5-7600U 8GB RAM 256GB SSD Touchscreen x360 13.3Inch FHD REFURBISHED,"KSh 24,999","KSh 32,000",22%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149,2026-01-26 21:32:27
326593537,DELL Latitude 5480 14Inches Intel Core i5 7th Gen 8GB RAM 256GB SSD Business Laptop (Refurbished),"KSh 18,500","KSh 25,000",26%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,laptop hub limited,,,,,,2026-01-26 21:34:28
326702058,"HP  Laptop 8GB RAM, 500GB HDD Refurbished EliteBook 8460/8470 Laptops Intel Core I5, 14'' Inch Screen Display Laptop Windows 11 PRO Activated, Office & Basic software Installed + Free Phone + Free Bag + Free Charger","KSh 18,999","KSh 23,000",17%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 21:34:29
260021567,"Lenovo Refurbished Thinkpad T470s Core I5, 6th Generation, 16GB Ram 256GB SSD, 14 (6M WRTY) Windows 11 Pro 64bit Office 2021 + Free Laptop Bag","KSh 22,999","KSh 40,000",43%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52,2026-01-26 21:34:30
326305797,DELL --DELL Latitude 5300 2-In-1 Refurbished Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inch FHD Touchscreen Display,"KSh 29,599","KSh 54,999",46%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-26 21:34:31
280596070,"HP EliteBook 830 G6 X360 16GB RAM 512GB SSD 8th generation, Windows 11 Pro Quad core  13.3 Inches FHD Touchscreen 2 in 1 Notebook PC Refurbished Laptop","KSh 49,999","KSh 55,000",9%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Hamez  Technologies,Excellent,Excellent,,98%,52,2026-01-26 21:35:02
251913099,"HP EliteBook 830 G6 Core I5-8th Gen-8GB Ram- 256GB SSD- Refurbished- 13.3""-Silver-Win 11  Ultra-Slim  (6 Months WRTY)","KSh 26,999","KSh 40,000",33%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Mictouch Technology Limited,Excellent,Poor,Good,74%,553,2026-01-26 21:35:03
321592864,"HP Refurblished Laptop Elitebook 840 G5 14"" FHD Core I7-8250U,16GB RAM,512GB SSD Windows 10 Pro","KSh 32,000","KSh 45,000",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEFORCE,Average,Excellent,Excellent,86%,16,2026-01-26 21:35:04
9557350,,"KSh 19,899","KSh 31,000",36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ANOVA Technologies,Good,Very Poor,Poor,46%,113,2026-01-26 21:35:05
325919070,"Lenovo  ThinkPad X280 Touchscreen Intel Core i5-8350U 8GB RAM 256GB SSD Refurbished Laptop 13"" screen size windows 10 pro installed + Laptop Stand","KSh 23,999","KSh 33,000",27%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-26 21:35:07
293296452,"HP Refurbished EliteBook 830 G6 x360 Core I5 8GB 256GB SSD 13.3"" Touchscreen FHD 8th Gen Slim UltraBook Laptop Bag (6 Months WRTY)","KSh 34,499","KSh 50,000",31%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Kentouch Kenya,Excellent,Excellent,Excellent,98%,286,2026-01-26 21:35:09
325816380,refurbished Latitude 7390 i5 256GB SSD 8GB 13.3 inch,"KSh 18,999",,,2 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PATECH SUPPLIES,Good,Excellent,Average,84%,145,2026-01-26 21:36:10
190585110,"HP Refurbished EliteBook Intel Core I5, 8GB RAM, 500GB HDD, 14'' Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad","KSh 18,999","KSh 26,000",27%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 21:36:11
196524294,"HP Refurbished EliteBook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 512GB -14"", Sliver","KSh 23,999","KSh 45,000",47%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 21:36:12
326422414,"Lenovo ThinkPad X13 Yoga 2-in-1 Laptop – 13.3"" FHD Touchscreen Convertible, Intel Core i5-10210U, 16GB RAM, 256GB SSD, Windows 11 Pro – Business Ultraportable","KSh 38,500","KSh 48,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Unicom computers,,,,,,2026-01-26 21:38:13
326442948,"Lenovo  Refurbished Thinkpad T470s Core I5, 6th/7th Generation, 8GB Ram 256GB SSD, 14 Inches (6 Months WRTY)","KSh 18,299","KSh 25,999",30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,LapTech Computers systems,Good,Excellent,Excellent,96%,13,2026-01-26 21:38:14
278491081,HP ProBook 430 G5 Intel Core i5 7th Gen 8GB RAM 128GB SSD 14 Inches HD Display refurb,"KSh 24,999","KSh 69,998",64%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Ubuntu Technologies Kenya,Good,Excellent,Average,84%,88,2026-01-26 21:38:15
9534363,"Lenovo X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro laptop, 6 Months WRTY",,"KSh 27,000",37%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Best_Mom,Good,,,80%,5,2026-01-26 21:39:16
326016583,"HP  Pro X2 612 G2 Core I5 7th Generation 8GB RAM 256GB SSD, 12.5 Inches Touchscreen, HD Dual Camera And Detachable Keyboard, 2 In 1 Laptop","KSh 30,500","KSh 38,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digital Link Computers,Good,Excellent,Good,88%,3,2026-01-26 21:39:20
326403473,HP EliteBook 845 G7 AMD Ryzen 5 PRO 8GB RAM 256GB SSD 14 FHD Display - Condition: Refurbished (Grade A),"KSh 34,500","KSh 42,500",19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Unicom computers,,,,,,2026-01-26 21:41:21
322828967,"Lenovo Thinkpad T460s Ultrabook 14"" Display, Intel I5, 8GB RAM, 256GB SSD, BLACK Refurbished + WIRELESS MOUSE","KSh 20,424","KSh 30,000",32%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27,2026-01-26 21:41:22
325315079,"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED","KSh 16,499","KSh 25,000",34%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BADAR COMPUTERS,Poor,Excellent,Excellent,80%,9,2026-01-26 21:41:23
326450828,"HP Refurbished EX-UK EliteBook 840 G8 Premium Business Laptop, 14"" FHD IPS Display, Intel Core i5-1145G7 (11th Gen vPro), 32GB High-Performance RAM, 512GB SSD, Thunderbolt 4, Windows 11 Pro","KSh 46,500",,,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,THE MAXMART,Excellent,Excellent,,98%,2,2026-01-26 21:42:54
325606123,HP EliteBook X360 1030 G2 2 in 1 Core i7 7th Gen 16GB RAM 256GB SSD 13.3 Inch Touch,"KSh 39,500","KSh 45,000",12%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Techbiz,Good,Excellent,Poor,76%,149,2026-01-26 21:42:58
325424237,"DELL Latitude 7290 8th Gen-Core I5-16GB Ram-256GB SSD-Refurbished- 13""-Black-Win 11 pro installed and activated plus complete charger","KSh 23,750","KSh 30,000",21%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lola Tech,Good,Excellent,Average,84%,4,2026-01-26 21:42:59
325518365,Thinkpad T470s Refurbished -Core I5 6th gen 8GB RAM -256GB SSD-Dos-14 inches screen size windows 11 pro installed plus complete charger,"KSh 20,000","KSh 21,000",5%,9 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Neileys  Technologies,Good,Very Poor,Poor,44%,56,2026-01-26 21:43:00
325973263,"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" Inch 4GB RAM 500GB HDD Win10, 6 Months WRTY","KSh 15,900","KSh 49,000",68%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TechNestKE,Good,Excellent,Excellent,94%,1,2026-01-26 21:43:01
326702814,"HP Laptops  16GB RAM, 256GB SSD Refurbished 8460/8470 EliteBook  Intel Core I5, 14'' Inch Screen Display Laptop Windows 11 PRO Activated, Office & Basic software Installed + Free Phone + Free Bag + Free Charger","KSh 21,752","KSh 30,000",27%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Westside Computer Hub,Good,Excellent,Average,86%,208,2026-01-26 21:43:02
326377694,DELL Latitude E7240 - 4th Gen Core i7-8GB Ram-256ssd-12.5'' Win10 (Renewed),"KSh 16,499",,,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PATECH SUPPLIES,Good,Excellent,Average,84%,145,2026-01-26 21:44:03
326520583,DELL Latitude 7490 Intel Core i5 8th Gen 8GB RAM 256GB SSD 14 Inch FHD Business Laptop Windows 11 REFURBISHED,"KSh 22,000","KSh 25,000",12%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,LAPTOPS WORLD LTD,Excellent,Very Poor,Average,60%,7,2026-01-26 21:44:04
324984673,HP  Refurbished EliteBook 830 G7 Core i7 16GB 512GB SSD 10th Gen 13.3 Inch FHD Touchscreen Laptop + Laptop Bag,"KSh 45,499","KSh 50,000",9%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52,2026-01-26 21:44:05
209045001,"Apple Refurbished MacBook Pro 13"" Core I5 2.5GHz 4GB RAM, 500GB HDD ( 2012) - Silver","KSh 22,000","KSh 28,000",21%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32,2026-01-26 21:44:06
313655322,HP Elitebook 840 G3 Core I5 8GB 256SSD REFUBLISHED,"KSh 27,000",,,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,HOPETECH SYSTEM LIMITED,Excellent,Excellent,Excellent,100%,4,2026-01-26 21:45:07
9993185,"HP ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windows 10 Refurbished , 6 Months WRTY",,"KSh 19,000",20%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCT CENTER,Excellent,Very Poor,Excellent,64%,30,2026-01-26 21:45:08
9995903,"DELL  Latitude 5300 Core I5 Touchscreen-8th Gen-8GB RAM -256GB SSD-Refurbished-Windows 11- 11""","KSh 23,500","KSh 35,000",33%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20,2026-01-26 21:45:09
325570728,Lenovo Refurbished L14 Gen 2 AMD RYZEN 3 Pro,"KSh 19,000","KSh 21,000",10%,3 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Tehillah Distributors,Very Poor,Excellent,Good,68%,10,2026-01-26 21:45:10
73444352,"Refurbished Elitebook  Core  I5, 12GB RAM 500GB  HDD -12.5"", Black  (6 Months WRTY)","KSh 16,999","KSh 29,999",43%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 21:45:11
252797103,HP REFURBISHED ELITEBOOK 840 G1 CORE I5 8GB RAM 256SSD STORAGE 14''INCHES + Wireless Mouse,"KSh 18,499","KSh 30,000",38%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52,2026-01-26 21:45:12
265899284,"HP Refurbished EliteBook 820 G3 Intel Core I5 6th Gen 8GB-256GBSSD Silver-12.6"" 6 Months WRTY (6 Months WRTY)","KSh 21,499","KSh 29,999",28%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ALLOYS HUB,Average,Excellent,Very Poor,58%,32,2026-01-26 21:45:14
316588680,Lenovo  Refurbished Yoga 390 X360 Touchscreen Core I5 8th Gen  8GB RAM  +256GB SSD STORAGE  FHD Plus Stylus Pen,"KSh 28,499","KSh 40,000",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,AVELORA INNOVATIONS LTD,Good,Very Poor,Good,56%,27,2026-01-26 21:45:15
153745898,HP EliteBook 745 G5 AMD Ryzen 7 Refurb 16GB RAM 256GB SSD,"KSh 38,999","KSh 52,000",25%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,BOSY TECHNOLOGIES,Good,Excellent,Excellent,96%,25,2026-01-26 21:45:16
326240647,HP  ProBook 450 G3 - Certified EX-UK - Core i5 6th Generation 4GB RAM 500GB HARD DISK 15.6 Inch Windows 10 Pro - Grey,"KSh 21,195","KSh 30,000",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,The Mobile Mall KE,Poor,Excellent,Excellent,80%,1,2026-01-26 21:45:16
325618250,"HP Refurbished EX-UK ProBook X360 11 G6 2-in-1 Laptop, 10th Generation Intel Core i5, 8GB RAM, 128GB SSD, Windows 11 Pro, 11.6"" Display","KSh 19,500",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,novetech supplies,Good,Good,Good,86%,91,2026-01-26 21:46:17
265415061,"HP EliteBook 840 G1 Intel Core I5 14"" 4GB RAM 1TB HDD WINDOWS 10 PRO","KSh 25,999","KSh 31,999",19%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Betty Tech Computers,Good,Very Poor,Average,50%,174,2026-01-26 21:46:19
321956144,"ProBook 640 G2 refurbished  Intel Core i5  8GB RAM 256GB SSD 14"" Display  Windows 10 Pro 6 months warranty","KSh 18,000","KSh 27,500",35%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Zetcomcomputers,Excellent,Average,Average,78%,224,2026-01-26 21:46:20
255738397,"Apple  Refurbished Laptop 8GB Ram, MacBook pro 13'' Intel Core i5 Fast 256gb SSD, Macbook Operating System Installed, Office Installed + Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 21,999","KSh 45,000",51%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Cray Computer Technologies,Good,Excellent,Very Poor,66%,11,2026-01-26 21:46:21
326450293,"HP Refurbished EX-UK EliteBook 845 G8 Business Laptop, 14"" FHD IPS Display, AMD Ryzen 5 PRO 5650U (6-Core), 16GB RAM, 512GB NVMe SSD, Wi-Fi 6, Backlit Keyboard, Windows 11 Pro","KSh 36,500",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,THE MAXMART,Excellent,Excellent,,98%,2,2026-01-26 21:47:52
324858734,Lenovo  ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop,"KSh 17,999","KSh 26,899",33%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 21:47:53
274422531,REFURBISHED THINKPAD T490S Intel(R) Core(TM) I7 8TH Gen 16 GB RAM 512 SSD 14 Inch Display Windows 10 Pro  (6 Months WRTY),"KSh 44,999","KSh 69,999",36%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Dansie Enterprise,Good,Good,Average,82%,1160,2026-01-26 21:47:56
325390137,"Lenovo ThinkPad L15 Gen 1, 15"", 5205U, Intel Celeron, 8GB RAM, 256GB SSD Refurbished High quality grade (6 Months WRTY)","KSh 15,999",,,8 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,yaleo services,Very Poor,Very Poor,Average,32%,164,2026-01-26 21:48:57
315052685,Lenovo Refurbished ThinkPad Yoga 390 x360 Convertible Laptop Intel Core i7 8th Gen 16GB RAM 256GB SSD 13.3 Inches FHD Multi-Touch Display + ThinkPad Stylus Pen,"KSh 35,000","KSh 38,000",8%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Bundo Tech,Good,Excellent,Good,90%,48,2026-01-26 21:48:58
280004864,HP Refurbished EliteBook 840 G3 8GB 256GB SSD 14 Inch Core I5 6th Gen Win 10 Ultraslim Laptop,"KSh 22,500","KSh 28,000",20%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,ANOVA Technologies,Good,Very Poor,Poor,46%,113,2026-01-26 21:48:59
325934867,"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 256 GB SSD - Windows 11 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keyboard (Refurbished)","KSh 29,000","KSh 30,000",3%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,REN-TECH,Good,Excellent,Excellent,92%,,2026-01-26 21:49:00
326229482,HP --HP Probook 640 G5 Coi5 8th generation 16gb ram 256ssd 14 inches refurbrished laptop,"KSh 27,499","KSh 45,999",40%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,GEEWORLD TECHNOLOGIES,Good,Excellent,Poor,78%,3,2026-01-26 21:49:01
9459746,"HP Elitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,512GB SSD-Refurbished, 6 Months WRTY",,"KSh 45,000",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wynn Enterprise,Good,Average,Average,76%,200,2026-01-26 21:49:02
275547142,"Lenovo Refurbished Thinkpad X250 Intel Core I5 8GB RAM 256GB SSD STORAGE 12.5'' Black, 6 Months WRTY Windows 10 pro installed office 2019 activated","KSh 15,999","KSh 25,000",36%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Lantel  System,Good,Very Poor,Good,58%,52,2026-01-26 21:49:03
326429737,"DELL Refurbished EX-UK Latitude 7490 Business Laptop – 14"" Full HD (1920×1080), Intel Core i5-8250U, 8GB RAM, 256GB SSD","KSh 21,999",,,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,THE MAXMART,Excellent,Excellent,,98%,2,2026-01-26 21:50:33
325618157,Lenovo Thinkpad T460 Refurbished -Core I5 6th gen 8GB RAM -256GB SSD-Dos-14 inches screen size windows 11 pro installed plus complete charger,"KSh 19,500","KSh 20,000",3%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,DISKTECH,Average,Very Poor,Excellent,52%,37,2026-01-26 21:50:34
325466032,"HP ProBook X360 11 G6 – Core I5 10th Gen, 8GB RAM, 256GB SSD, 11.6” Touchscreen, Windows 10 , Refurbished 6months Warranty","KSh 20,999","KSh 30,000",30%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,charliehub254,Excellent,Excellent,Average,92%,107,2026-01-26 21:50:35
325714562,"HP AMD Ryzen 5 5625C, 14.0 Inch FHD, 16GB RAM, 128 GB SSD, ChromeOS","KSh 26,999","KSh 33,000",18%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,SmartComputers,Poor,Excellent,Good,74%,20,2026-01-26 21:50:36
326229575,"HP  EliteBook Folio 9480M 14in Core i5 8GB Ram 500GB silver Refurbished, 6 Months WRTY","KSh 19,999","KSh 22,599",12%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,RICKTECH COMPUTERS,Good,Excellent,Excellent,98%,23,2026-01-26 21:50:37
326268398,HP  Refurbished Probook 430 -Core I5-8GB RAM + 500GB HDD,"KSh 16,499","KSh 25,000",34%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TWENDY,Good,Excellent,Good,88%,10,2026-01-26 21:50:38
194628667,HP Elitebook 840g3 I5 8gb Ram + 256gb Ssd Non-touch-Refurbished,"KSh 22,270","KSh 38,000",41%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Charlie Chan,Excellent,Good,Average,86%,361,2026-01-26 21:50:39
325990284,"Lenovo Lenovo_ Refurbished Thinkpad X1 Carbon - 14"" - Intel Core I5- 512 GB SSD - 16GB RAM - Win 10 Pro","KSh 41,999","KSh 58,999",29%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Trudy Comps,Good,Excellent,,90%,4,2026-01-26 21:51:11
9395213,DELL REFURBISHED 5400 Intel(R) Core(TM) I7 8th Gen 16 GB RAM 256 SSD 14 Inch Windows 10,,"KSh 40,000",13%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,JULTECH TECHNOLOGIES,Good,Excellent,Good,90%,12,2026-01-26 21:51:12
325545560,Lenovo ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop,"KSh 17,999","KSh 20,995",14%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,PRODUCTS ZONE,Good,Poor,Average,68%,123,2026-01-26 21:51:14
316102619,"HP Refurbished Elitebook 820 G3 Core I5, 16GB RAM, 500 GB SSD -12.5""","KSh 24,599","KSh 29,999",18%,7 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TheRoberts KE enterprise,Average,Excellent,,84%,10,2026-01-26 21:51:45
134622907,"Apple MacBook Pro 13"" Core I5 2.4GHz  16GB RAM, 1TB HDD (2012) Laptop Silver Refurbished,  (6 Months WRTY)","KSh 25,999","KSh 45,000",42%,In stock,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Digitech Computers,Good,Poor,Average,66%,151,2026-01-26 21:51:45
325606409,HP Refurbished Probook X360 11  *TOUCH SCREEN* Intel 4GB RAM  128GB SSD Win 11,"KSh 15,000","KSh 18,000",17%,Few units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,TECH SHOPIT,Excellent,Excellent,Excellent,98%,16,2026-01-26 21:51:47
161266276,"HP Refurbished EliteBook 840 G5 Core I5 16GB 512GB SSD 14"" Touchscreen 8th Gen Quad Core Slim Laptop.","KSh 34,999","KSh 57,000",39%,5 units left,+ shipping from KSh 170 to CBD - UON/Globe/Koja/River Road,Wain Collection,Excellent,Very Poor,Good,60%,81,2026-01-26 21:51:48
